description,name,status,resource,sponsor,startdate,enddate,githuburl,svnurl,languages,main_language,cloc_language,comments,resolution/_tlp,mentors/mentor/0/_username,mentors/mentor/0/__text,mentors/mentor/1/_username,mentors/mentor/1/__text,mentors/mentor/2/_username,mentors/mentor/2/__text,reporting/_group,champion/_availid,champion/__text,mentors/mentor/3/_username,mentors/mentor/3/__text,resolution/_link,resolution/_url,resolution/__text,_resourceAliases,resolution,mentors/mentor/4/_username,mentors/mentor/4/__text,mentors/mentor/5/_username,mentors/mentor/5/__text,mentors/mentor/6/_username,mentors/mentor/6/__text,mentors/mentor/7/_username,mentors/mentor/7/__text,mentors/mentor/8/_username,mentors/mentor/8/__text,mentors/mentor/9/_username,mentors/mentor/9/__text,reporting/__text,graduating,changes/change/_resource,changes/change/_enddate,changes/change/__text,__text,reporting/_monthly,_longname
The ServiceMix project will create an ESB and component suite based on the Java Business Interface (JBI) standard - JSR 208.,ServiceMix,graduated,servicemix,Geronimo,2005-12-01,2007-09-19,https://github.com/apache/ServiceMix,,"{""Java"": 73916, ""HTML"": 858, ""Groovy"": 719}",Java,Maven,,true,jstrachan,James Strachan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spark is an open source system for fast and flexible large-scale data analysis. Spark provides a general purpose runtime that supports low-latency execution in several forms.,Spark,graduated,spark,Incubator,2013-06-19,2014-02-19,https://github.com/apache/Spark,,"{""Scala"": 37891320, ""Python"": 7000544, ""Jupyter Notebook"": 4271267, ""Java"": 4151511, ""HiveQL"": 1872438, ""R"": 1263425, ""PLpgSQL"": 352896, ""Shell"": 223405, ""JavaScript"": 221272, ""q"": 98156, ""ANTLR"": 51932, ""HTML"": 41560, ""Roff"": 27391, ""Batchfile"": 25771, ""CSS"": 24622, ""Dockerfile"": 9629, ""PowerShell"": 3882, ""Thrift"": 2016, ""Makefile"": 1593, ""C"": 1493, ""ReScript"": 240}",Scala,Scala,,true,mattmann,Chris Mattmann,pramirez,Paul Ramirez,ahart,Andrew Hart,,,,tomdz,Thomas Dudziak,,,,,,smarru,Suresh Marru,hsaputra,Henry Saputra,rvs,Roman Shaposhnik,,,,,,,,,,,,,,
"ShardingSphere related to a database clustering system providing data sharding, distributed transactions, and distributed database management.",ShardingSphere,graduated,shardingsphere,Incubator,2018-11-10,2020-04-16,https://github.com/apache/ShardingSphere,,"{""Java"": 11823125, ""ANTLR"": 505500, ""Shell"": 29940, ""Dockerfile"": 8226, ""Batchfile"": 5198}",Java,Java,,true,clr,Craig L Russell,ningjiang,Willem Ning Jiang,vongosling,Von Gosling,,rvs,Roman Shaposhnik,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ShenYu is a high performance Microservices API gateway in Java ecosystem, compatible with a variety of mainstream framework systems, it supports hot plugin loading.",ShenYu,current,shenyu,Incubator,2021-05-03,,https://github.com/apache/ShenYu,,"{""Java"": 3536051, ""Shell"": 8072, ""Lua"": 7258, ""Batchfile"": 4204, ""Dockerfile"": 2396, ""HTML"": 565}",Java,Java,,false,ningjiang,Willem Ning Jiang,jincheng,Jincheng Sun,zhangduo,Duo Zhang,1,ningjiang,Willem Ning Jiang,djkevincr,Kevin Ratnasekera,,,,,,atri,Atri Sharma,jmclean,Justin Mclean,,,,,,,,,"June,July,August",,,,,,true,
The Shindig Project is an OpenSocial container.,Shindig,graduated,shindig,Incubator,2007-12-03,2010-01-21,https://github.com/apache/Shindig,,"{""Java"": 2457552, ""PHP"": 753133, ""JavaScript"": 635975, ""HTML"": 90546, ""Shell"": 8468, ""XSLT"": 4291, ""CSS"": 4122, ""ApacheConf"": 304}",Java,Java,,true,tomdz,Thomas Dudziak,fitz,Brian Fitzpatrick,sgala,Santiago Gala,,,,brianm,Brian McCallister,,,,,,gstein,Greg Stein,upayavira,Upayavira,sylvain,Sylvain Wallez,,,,,,,,,,,,,,
"Security framework. (Initially known as JSecurity or Ki, renamed June 2009)",Shiro,graduated,shiro,Incubator,2008-05-20,2010-09-22,https://github.com/apache/Shiro,,"{""Java"": 3093390, ""Groovy"": 352441, ""CSS"": 2608, ""Shell"": 2479}",Java,Java,,true,adc,Alan Cabrera,pzf,Paul Fremantle,elecharny,Emmanuel Lecharny,,,,clr,Craig Russell,,,,"jsecurity,ki",,,,,,,,,,,,,,,,,,,,,
SINGA is a distributed deep learning platform.,SINGA,graduated,singa,Incubator,2015-03-17,2019-10-16,https://github.com/apache/SINGA,,"{""C++"": 2449042, ""Python"": 798512, ""C"": 180868, ""SWIG"": 37101, ""CMake"": 36257, ""Cuda"": 32634, ""Dockerfile"": 23269, ""Shell"": 14520, ""Java"": 2701}",C++,C++,,true,gates,Alan Gates,tdunning,Ted Dunning,thejas,Thejas Nair,,thejas,Thejas Nair,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monitoring Solution.,Sirona,retired,sirona,Incubator,2013-10-15,2017-07-03,https://github.com/apache/Sirona,,"{""JavaScript"": 1770927, ""Java"": 1356993, ""CSS"": 270151, ""HTML"": 28192, ""Shell"": 497}",JavaScript,JavaScript,,,jbonofre,Jean-Baptiste Onofré,vanto,Tammo van Lessen,struberg,Mark Struberg,,olamy,Olivier Lamy,,,,,,,Retired,,,,,,,,,,,,,,,,,,,,
The Spatial Information System (SIS) Project is a toolkit that spatial information system builders or users can leverage to build applications containing location context.,SIS,graduated,sis,Incubator,2010-02-21,2012-09-19,https://github.com/apache/SIS,,"{""Java"": 25460854, ""HTML"": 75846, ""C"": 12378, ""Makefile"": 3000, ""Shell"": 1399}",Java,Java,,true,greddin,Greg Reddin,joes,Joe Schaefer,kevan,Kevan Miller,,,,mattmann,Chris Mattmann,,,,,,,,,,,,,,,,,,,,,,,,,
"Skywalking is an APM (application performance monitor), especially for microservice, Cloud Native and container-based architecture systems. Also known as a distributed tracing system. It provides an automatic way to instrument applications: no need to change any of the source code of the target application; and an collector with an very high efficiency streaming module.",SkyWalking,graduated,skywalking,Incubator,2017-12-08,2019-04-17,https://github.com/apache/SkyWalking,,"{""Java"": 11917014, ""Shell"": 166881, ""Python"": 11431, ""FreeMarker"": 10730, ""ANTLR"": 8239, ""Kotlin"": 7757, ""Batchfile"": 6454, ""Scala"": 6067, ""Makefile"": 3992, ""Thrift"": 2809, ""TypeScript"": 2515, ""JavaScript"": 1388, ""Go"": 1283, ""Lua"": 1129, ""PHP"": 1058}",Java,Java,,true,ningjiang,Willem Ning Jiang,mck,Mick Semb Wever,nacx,Ignasi Barrera,,mck,Mick Semb Wever,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slider is a collection of tools and technologies to package, deploy, and manage long running applications on Apache Hadoop YARN clusters.",Slider,retired,slider,Incubator,2014-04-29,2018-05-24,https://github.com/apache/incubator-retired-Slider,,"{""Java"": 2848209, ""Python"": 2137276, ""Groovy"": 1165368, ""JavaScript"": 184517, ""Shell"": 88804, ""Batchfile"": 20055, ""CSS"": 20004, ""XSLT"": 4005, ""C"": 1449, ""HTML"": 81, ""Makefile"": 42}",Java,Java,,,acmurthy,Arun C Murthy,jbonofre,Jean-Baptiste Onofré,mahadev,Mahadev Konar,,vinodkv,Vinod K,vinodkv,Vinod Kumar Vavilapalli,,,,,Development of long-running service support for Apache Hadoop YARN has been moved to the hadoop-yarn-services-core module in Apache Hadoop.,,,,,,,,,,,,,,,,,,,,
Sling is a framework to develop content centric web applications based on the idea of modularizing the rendering of HTTP resources.,Sling,graduated,sling,Board,2007-09-09,2009-06-17,https://github.com/apache/Sling,,{},,Markdown,,true,jukka,Jukka Zitting,gianugo,Gianugo Rabellino,farra,J. Aaron Farr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SocialSite is an OpenSocial-based headless social networking server and a set of OpenSocial Gadgets that make it easy to add social features to existing web sites. Server provides admin console for configuration, gadget approval and management. Gadgets can be combined to form complete UI for social networking with friending, group management and message support.",SocialSite,retired,socialsite,Incubator,2009-05-08,2010-10-17,,https://svn.apache.org/repos/asf/incubator/socialsite,,,,,,doc,Dave Johnson,henning,Henning Schmiedehausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Text Search Server,Solr,graduated,solr,Lucene,2006-01-17,2007-01-17,https://github.com/apache/Solr,,"{""Java"": 33384023, ""HTML"": 292055, ""Shell"": 240026, ""Python"": 230826, ""CSS"": 215559, ""Batchfile"": 90469, ""XSLT"": 34993, ""Ruby"": 19598, ""JavaScript"": 13113, ""Slim"": 12482, ""AMPL"": 434, ""Emacs Lisp"": 73}",Java,Java,,,cutting,Doug Cutting,ehatcher,Erik Hatcher,,,,,,,,,http://lucene.apache.org/solr/,,,,,,,,,,,,,,,,,,,,,,,
Mail filter to identify spam.,SpamAssassin,graduated,spamassassin,Board,2003-12-20,2004-06-23,https://github.com/apache/SpamAssassin,,"{""Perl"": 4213236, ""C"": 821056, ""TeX"": 196204, ""Shell"": 187092, ""Roff"": 166833, ""DIGITAL Command Language"": 41450, ""JavaScript"": 16877, ""Makefile"": 13409, ""Python"": 7334, ""PLpgSQL"": 5244, ""CSS"": 2676}",Perl,Perl,,true,striker,Sander Striker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apache Spot is a platform for network telemetry built on an open data model and Apache Hadoop.,Spot,current,spot,Incubator,2016-09-23,,https://github.com/apache/incubator-Spot,,"{""Python"": 513233, ""JavaScript"": 433407, ""Scala"": 289255, ""HTML"": 76073, ""Jupyter Notebook"": 74291, ""HiveQL"": 50433, ""Shell"": 20142, ""CSS"": 12644}",Python,JavaScript,,,umamahesh,Uma Maheswara Rao G,,,,,3,cutting,Doug Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sqoop is a tool designed for efficiently transferring bulk data between Apache Hadoop and structured datastores such as relational databases.,Sqoop,graduated,sqoop,Incubator,2011-06-13,2012-03-21,https://github.com/apache/Sqoop,,"{""Java"": 4483489, ""Shell"": 40581, ""XSLT"": 20398, ""Python"": 13996, ""Batchfile"": 12798, ""AspectJ"": 9732, ""CSS"": 5322, ""Makefile"": 3354}",Java,Java,,true,phunt,Patrick Hunt,olamy,Olivier Lamy,mnour,Mohammad Nour El-Din,,,,tomwhite,Tom White,,,,,,,,,,,,,,,,,,,,,,,,,
A modular software stack and reusable set of components for semantic content management,Stanbol,graduated,stanbol,Board,2010-11-15,2012-09-19,https://github.com/apache/Stanbol,,"{""Java"": 11452576, ""Roff"": 704982, ""XSLT"": 381141, ""FreeMarker"": 376964, ""HTML"": 295543, ""JavaScript"": 94806, ""Shell"": 42673, ""CSS"": 27055, ""Perl"": 18879, ""Python"": 8121}",Java,Java,,true,tdunning,Ted Dunning,rgardler,Ross Gardler,,,,bdelacretaz,Bertrand Delacrétaz,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Apache C++ Standard Library project is a complete implementation of the ISO/IEC 14882 C++ Standard Library.,stdcxx,graduated,stdcxx,Incubator,2005-05-19,2007-11-14,https://github.com/apache/stdcxx,,"{""C++"": 3907699, ""JavaScript"": 169203, ""C"": 115133, ""Makefile"": 78525, ""Shell"": 58639, ""Assembly"": 40393, ""Roff"": 17862, ""Objective-C"": 6472, ""Batchfile"": 387}",C++,C++,,true,jerenkrantz,Justin Erenkrantz,ben,Ben Laurie,wrowe,William A. Rowe Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stonehenge is a set of interoperability scenarios for Service Oriented Architecture and Web Services that demonstrate interoperability between multiple systems including Apache Axis2, WSF/PHP and Microsoft WCF. The code also demonstrates good practice for standards-based interoperability.",Stonehenge,retired,stonehenge,Incubator,2008-11-19,2011-07-05,,https://svn.apache.org/repos/asf/incubator/stonehenge,,,,,,coar,Ken Coar,danese,Danese Cooper,mriou,Matthieu Riou,,,,dkulp,Dan Kulp,,,,,"""The Stonehenge project pretty much accomplished what it originally
            set out to do and then really didn't find a way to transition to
            something that is longer lasting and able to develop a community
            around it.""",jim,Jim Jagielski,pzf,Paul Fremantle,,,,,,,,,,,,,,,,
"Storm is a distributed, fault-tolerant, and high-performance realtime computation system that provides strong guarantees on the processing of data.",Storm,graduated,storm,Incubator,2013-09-18,2014-09-17,https://github.com/apache/Storm,,"{""Java"": 13575018, ""Python"": 1135769, ""HTML"": 694584, ""Clojure"": 306368, ""JavaScript"": 75293, ""C"": 73719, ""Thrift"": 32736, ""Shell"": 27881, ""CSS"": 12597, ""Ruby"": 8253, ""Fancy"": 6234, ""FreeMarker"": 3512, ""PowerShell"": 3405, ""M4"": 1522, ""XSLT"": 1365, ""Makefile"": 1302}",Java,Java,,true,tdunning,Ted Dunning,arvind,Arvind Prabhakar,ddas,Devaraj Das,,cutting,Doug Cutting,mfranklin,Matt Franklin,,,,,,benh,Benjamin Hindman,,,,,,,,,,,,,,,,,,
"Stratos will be a polyglot PaaS framework, providing developers a cloud-based environment for developing, testing, and running scalable applications, and IT providers high utilization rates, automated resource management, and platform-wide insight including monitoring and billing.",Stratos,graduated,stratos,Incubator,2013-06-20,2014-05-21,https://github.com/apache/Stratos,,"{""Java"": 6457845, ""JavaScript"": 3927701, ""Python"": 647261, ""HTML"": 153216, ""Shell"": 130188, ""CSS"": 107113, ""C"": 27195, ""Batchfile"": 17184, ""Ruby"": 3546}",Java,JavaScript,,true,azeez,Afkham Azeez,antelder,Anthony Elder,chipchilders,Chip Childers,,,,mpierce,Marlon Pierce,,,,,,mnour,Mohammad Nour,nslater,Noah Slater,,,,,,,,,,,,,,,,
"StreamPipes is a self-service (Industrial) IoT toolbox to enable non-technical users to connect, analyze and explore (Industrial) IoT data streams.",StreamPipes,current,streampipes,Incubator,2019-11-11,,https://github.com/apache/incubator-StreamPipes,,"{""Java"": 3539875, ""TypeScript"": 1667411, ""HTML"": 617007, ""SCSS"": 164337, ""CSS"": 112025, ""Python"": 51544, ""Shell"": 16278, ""Dockerfile"": 14329, ""JavaScript"": 11834}",Java,Java,,,cdutz,Christofer Dutz,jbonofre,Jean-Baptiste Onofré,jfeinauer,Julian Feinauer,3,cdutz,Christofer Dutz,jmclean,Justin Mclean,,,,,,kenn,Kenneth Knowles,,,,,,,,,,,,,,,,,,
Apache Streams is a lightweight server for ActivityStreams.,Streams,graduated,streams,Incubator,2012-11-20,2017-07-19,https://github.com/apache/Streams,,"{""Java"": 2575123, ""HTML"": 1278771, ""Scala"": 105274, ""FreeMarker"": 38467, ""HiveQL"": 28876, ""Shell"": 6016, ""PigLatin"": 3494}",Java,Java,,,mfranklin,Matt Franklin,ate,Ate Douma,craigmcc,Craig McClanahan,,mfranklin,Matt Franklin,smarthi,Suneel Marthi,,,,,,,,,,,,,,,,,,,,,,,,,
"Subversion is an open-source version control system, with a long and detailed list of features. (See http://subversion.apache.org/features.html)",Subversion,graduated,subversion,Incubator,2009-11-07,2010-02-17,https://github.com/apache/Subversion,,"{""C"": 26098000, ""Python"": 7251160, ""Java"": 1739481, ""C++"": 1216329, ""Perl"": 545528, ""Ruby"": 471751, ""Emacs Lisp"": 427563, ""HTML"": 404397, ""Shell"": 309463, ""M4"": 249599, ""Makefile"": 150189, ""SWIG"": 90017, ""Roff"": 54077, ""Batchfile"": 43155, ""XSLT"": 28556, ""Vim script"": 3950, ""CSS"": 3297}",C,C,,true,jerenkrantz,Justin Erenkrantz,gstein,Greg Stein,striker,Sander Striker,,,,dlr,Daniel Rall,,,,,,,,,,,,,,,,,,,,,,,,,
"Superset is an enterprise-ready web application for data exploration, data visualization and dashboarding.",Superset,graduated,superset,Incubator,2017-05-21,2020-11-19,https://github.com/apache/Superset,,"{""Python"": 4698299, ""TypeScript"": 2755570, ""JavaScript"": 1841559, ""HTML"": 137592, ""Less"": 122905, ""Shell"": 116224, ""Dockerfile"": 6963, ""Jinja"": 5616, ""Smarty"": 3403, ""Pug"": 2969, ""Makefile"": 2903, ""Mako"": 1197, ""CSS"": 1082}",Python,JSON,,true,jim,Jim Jagielski,felixcheung,Felix Cheung,,,,daijy,Daniel Dai,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Services Mediation Framework,Synapse,graduated,synapse,Web Services,2005-08-22,2007-01-02,https://github.com/apache/Synapse,,"{""Java"": 6794191, ""Shell"": 34115, ""XSLT"": 23536, ""Batchfile"": 15346, ""Python"": 2513, ""JavaScript"": 2344, ""DIGITAL Command Language"": 2097, ""Ruby"": 1669, ""XQuery"": 1159}",Java,XML,,true,gdaniels,Glen Daniels,sanjiva,Sanjiva Weerawarana,dims,Davanum Srinivas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An Open Source system for managing digital identities in enterprise environments, implemented in JEE technology",Syncope,graduated,syncope,Incubator,2012-02-10,2012-11-21,https://github.com/apache/Syncope,,"{""Java"": 12645639, ""HTML"": 510496, ""Groovy"": 74942, ""SCSS"": 65520, ""JavaScript"": 25992, ""PLpgSQL"": 20311, ""TSQL"": 11638, ""Shell"": 8421, ""Dockerfile"": 7837, ""XSLT"": 5158, ""ANTLR"": 1932, ""CSS"": 1329, ""Batchfile"": 1013}",Java,Java,,true,coheigea,Colm O Heigeartaigh,elecharny,Emmanuel Lecharny,simonetripodi,Simone Tripodi,,simonetripodi,Simone Tripodi,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SystemML provides declarative large-scale machine learning (ML) that aims at flexible specification of ML algorithms and automatic generation of hybrid runtime plans ranging from single node, in-memory computations, to distributed computations such as Apache Hadoop MapReduce and Apache Spark.",SystemML,graduated,systemml,Incubator,2015-11-02,2017-05-18,https://github.com/apache/SystemML,,"{""Java"": 15704310, ""R"": 947874, ""Python"": 530946, ""Shell"": 192756, ""Cuda"": 166104, ""C++"": 75473, ""Batchfile"": 17918, ""CMake"": 16516, ""Jinja"": 13680, ""C"": 12386, ""ANTLR"": 12227, ""Dockerfile"": 6720, ""Makefile"": 1554}",Java,HTML,,,lresende,Luciano Resende,hsaputra,Henry Saputra,pwendell,Patrick Wendell,,lresende,Luciano Resende,rxin,Reynold Xin,,,,,,rbowen,Rich Bowen,,,,,,,,,,,,,,,,,,
Tajo is a distributed data warehouse system for Hadoop.,Tajo,graduated,tajo,Incubator,2013-03-07,2014-04-01,https://github.com/apache/Tajo,,"{""Java"": 10139175, ""JavaScript"": 502571, ""HTML"": 219729, ""Shell"": 70407, ""Python"": 46429, ""ANTLR"": 43604, ""Batchfile"": 21175, ""TSQL"": 15060, ""Makefile"": 7347, ""CSS"": 3794, ""XSLT"": 1329}",Java,Java,,true,mattmann,Chris Mattmann,omalley,Owen O'Malley,,,,jghoman,Jakob Homan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alternative framework to JSP and Velocity scripting environments,Tapestry,graduated,tapestry,Jakarta,2003-04-01,2003-05-29,,https://svn.apache.org/repos/asf/tapestry,,,,,true,acoliver,Andrew C. Oliver,dion,Dion Gillard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An infrastructure for cloud computing on big data.,Tashi,retired,tashi,Incubator,2008-09-04,2012-10-02,https://github.com/apache/Tashi,,"{""Python"": 573021, ""PHP"": 28750, ""Shell"": 25933, ""Thrift"": 7777, ""Makefile"": 7418, ""C"": 3092}",Python,Python,,,mriou,Matthieu Riou,clr,Craig Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tamaya is a highly flexible configuration solution based on an modular, extensible and injectable key/value based design, which should provide a minimal but extendible modern and functional API leveraging SE, ME and EE environments.",Tamaya,retired,tamaya,Incubator,2014-11-14,2020-04-30,https://github.com/apache/incubator-retired-Tamaya,,"{""Java"": 1036410, ""HTML"": 52474, ""Shell"": 931}",Java,Java,,,johndament,John D. Ament,dblevins,David Blevins,jfeinauer,Julian Feinauer,,dblevins,David Blevins,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taverna is a domain-independent suite of tools used to design and execute data-driven workflows.,Taverna,retired,taverna,Incubator,2014-10-20,2020-02-20,,https://svn.apache.org/repos/asf/incubator/taverna,,,,,,stain,Stian Soiland-Reyes,,,,,,andy,Andy Seaborne,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Training project aims to develop resources which can be used for training purposes in various media formats, languages and for various Apache and non-Apache target projects.",Training,current,training,Incubator,2019-02-21,,https://github.com/apache/incubator-Training,,"{""CSS"": 283892, ""JavaScript"": 203510, ""HTML"": 78675, ""SCSS"": 66574, ""Shell"": 26555, ""Slim"": 15993, ""Java"": 10209, ""Python"": 5730, ""Dockerfile"": 5493, ""Ruby"": 876}",CSS,CSS,,,clr,Craig Russell,cdutz,Christofer Dutz,jmclean,Justin Mclean,2,larsfrancke,Lars Francke,larsfrancke,Lars Francke,,,,,,,,,,,,,,,,,,,,,,,,,
"Tephra is a system for providing globally consistent transactions on
            top of Apache HBase and other storage engines.",Tephra,graduated,tephra,Incubator,2016-03-07,2019-11-15,https://github.com/apache/incubator-Tephra,,"{""Java"": 3807446, ""Shell"": 9344, ""Thrift"": 3754, ""Perl"": 1591}",Java,Java,,,gates,Alan Gates,jamestaylor,James Taylor,,,,jamestaylor,James Taylor,,,Phoenix Tephra,https://phoenix.apache.org/tephra.html,,,,,,,,,,,,,,,,,,,,,,,
Tez is an effort to develop a generic application framework which can be used to process arbitrarily complex data-processing tasks and also a re-usable set of data-processing primitives which can be used by other projects.,Tez,graduated,tez,Incubator,2013-02-24,2014-07-16,https://github.com/apache/Tez,,"{""Java"": 10579351, ""JavaScript"": 815009, ""Handlebars"": 101870, ""Less"": 42260, ""Shell"": 37341, ""Python"": 28200, ""Roff"": 8256, ""Dockerfile"": 8174, ""HTML"": 3369}",Java,Java,,true,gates,Alan Gates,acmurthy,Arun Murthy,cdouglas,Chris Douglas,,acmurthy,Arun Murthy,mattmann,Chris Mattmann,,,,,,jghoman,Jakob Homan,omalley,Owen O'Malley,,,,,,,,,,,,,,,,
Cross-language serialization and RPC framework.,Thrift,graduated,thrift,Lucene,2008-04-18,2010-10-20,https://github.com/apache/Thrift,,"{""C++"": 4648035, ""Java"": 1161675, ""C"": 1068035, ""Go"": 666693, ""D"": 662065, ""Pascal"": 592933, ""C#"": 527414, ""Python"": 502127, ""JavaScript"": 445851, ""Thrift"": 406256, ""Ruby"": 400013, ""Rust"": 355663, ""PHP"": 355023, ""Haxe"": 323112, ""Erlang"": 322899, ""Makefile"": 217564, ""Dart"": 181474, ""M4"": 171969, ""Swift"": 165395, ""Perl"": 132968, ""CMake"": 129223, ""Lua"": 81630, ""Dockerfile"": 64523, ""TypeScript"": 61760, ""Shell"": 58165, ""Batchfile"": 51247, ""Common Lisp"": 39679, ""OCaml"": 39269, ""HTML"": 36484, ""Yacc"": 27511, ""Smalltalk"": 22944, ""Lex"": 10804, ""Emacs Lisp"": 5361, ""Vim script"": 2846, ""CSS"": 1070}",C++,C++,,true,cutting,Doug Cutting,,,,,,cutting,Doug Cutting,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content analysis toolkit,Tika,graduated,tika,Lucene,2007-03-22,2008-10-28,https://github.com/apache/Tika,,"{""Java"": 8553845, ""Rich Text Format"": 2276024, ""HTML"": 242236, ""Python"": 72946, ""Shell"": 37906, ""MATLAB"": 19368, ""Groovy"": 5365, ""JavaScript"": 4417, ""SAS"": 2016, ""Batchfile"": 1816, ""CSS"": 1363, ""TeX"": 1124, ""XSLT"": 252, ""C++"": 171, ""C"": 145}",Java,Java,,true,cutting,Doug Cutting,bdelacretaz,Bertrand Delacrétaz,jukka,Jukka Zitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TinkerPop is a graph computing framework written in Java,TinkerPop,graduated,tinkerpop,Incubator,2015-01-16,2016-05-23,https://github.com/apache/TinkerPop,,"{""Java"": 10641895, ""C#"": 1426154, ""Python"": 531199, ""Gherkin"": 367513, ""Groovy"": 336193, ""JavaScript"": 213401, ""TypeScript"": 154521, ""Shell"": 60168, ""ANTLR"": 41123, ""Dockerfile"": 6202, ""Batchfile"": 3977, ""Awk"": 2335, ""XSLT"": 2205}",Java,XML,,true,rbowen,Rich Bowen,humbedooh,Daniel Gruno,hadrian,Hadrian Zbarcea,,ke4qqq,David Nalley,mfranklin,Matt Franklin,,,,,,ke4qqq,David Nalley,,,,,,,,,,,,,,,,,,
A JSF based framework for web-applications.,Tobago,graduated,tobago,MyFaces,2005-10-27,2006-03-23,https://github.com/apache/myfaces-tobago,,"{""Java"": 2748361, ""JavaScript"": 1389175, ""CSS"": 1218940, ""HTML"": 1030962, ""TypeScript"": 172475, ""SCSS"": 77050, ""Shell"": 12613, ""Dockerfile"": 3844}",,CSS,,,husted,Ted Husted,,,,,,manolito,Manfred Geiler,,,,http://myfaces.apache.org/tobago/,,,,,,,,,,,,,,,,,,,,,,,
Toree provides applications with a mechanism to interactively and remotely access Apache Spark.,Toree,current,toree,Incubator,2015-12-02,,https://github.com/apache/incubator-Toree,,"{""Scala"": 1440836, ""Jupyter Notebook"": 55475, ""Shell"": 19921, ""Python"": 17251, ""Makefile"": 12334, ""Java"": 7631, ""Dockerfile"": 3319}",Scala,Scala,,,lresende,Luciano Resende,julien,Julien Le Dem,blue,Ryan Blue,2,rubys,Sam Ruby,,,,,,,,,,,,,,,,,,,,,,,,,,,
A scalable and extensible HTTP proxy server and cache.,Traffic Server,graduated,trafficserver,Incubator,2009-07-13,2010-04-21,https://github.com/apache/TrafficServer,,"{""C++"": 15495643, ""C"": 1499857, ""Python"": 1213691, ""Makefile"": 240544, ""M4"": 197273, ""Shell"": 172610, ""Perl"": 128281, ""Lua"": 63183, ""SWIG"": 25971, ""CMake"": 19248, ""Java"": 9881, ""Dockerfile"": 6693, ""Objective-C"": 3722, ""Vim script"": 192}",C++,C++,,true,cutting,Doug Cutting,jim,Jim Jagielski,jfclere,Jean-Frederic Clere,,,,mturk,Mladen Turk,,,,,,niq,Nick Kew,,,,,,,,,,,,,,,,,,
"Apache Traffic Control can be used to build, monitor, configure, and provision a large-scale content delivery network (CDN).",Traffic Control,graduated,trafficcontrol,Incubator,2016-07-12,2018-05-16,https://github.com/apache/TrafficControl,,"{""Go"": 8557275, ""JavaScript"": 1758931, ""Java"": 1290394, ""HTML"": 1058422, ""TypeScript"": 706268, ""Shell"": 518304, ""Python"": 327421, ""Perl"": 200249, ""SCSS"": 156622, ""PLpgSQL"": 141289, ""Dockerfile"": 138562, ""Jinja"": 120673, ""C"": 26536, ""CSS"": 15547, ""Makefile"": 9980, ""Roff"": 4011, ""PowerShell"": 3112, ""Ruby"": 859}",Go,Go,,true,sorber,Phil Sorber,covener,Eric Covener,zwoop,Leif Hedstrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trafodion is a webscale SQL-on-Hadoop solution enabling transactional or operational workloads on Hadoop.,Trafodion,graduated,trafodion,Incubator,2015-05-24,2017-12-20,https://github.com/apache/Trafodion,,"{""C++"": 69371512, ""C"": 20220867, ""Java"": 12668519, ""PureBasic"": 3426947, ""Shell"": 1784667, ""Yacc"": 1394861, ""Perl"": 584811, ""Python"": 563582, ""JavaScript"": 490615, ""Makefile"": 329244, ""CSS"": 99092, ""PLpgSQL"": 76490, ""GDB"": 62692, ""Roff"": 46614, ""LLVM"": 37226, ""Batchfile"": 32498, ""1C Enterprise"": 27364, ""Inno Setup"": 25816, ""Awk"": 21328, ""PHP"": 8438, ""Ruby"": 8053, ""XSLT"": 6100, ""HTML"": 4618, ""Tcl"": 4522, ""QMake"": 3916, ""PLSQL"": 2785, ""Dockerfile"": 2122}",C++,C++,,,stack,Michael Stack,jleroux,Jacques Le Roux,,,,stack,Michael Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,
